date,description,debit_account,debit_amount,credit_account,debit_amount
2025/4/24,Hani Debt,KR60005-Personal Expenses,"4,725",KR10105-Kakao Checking Account,"4,725"
2025/4/24,Sogang TA Salary,KR10101-Toss Checking Account,"303,000",KR70006-Other Income,"303,000"
2025/4/24,Port Can Coffee,KR60002-Food Expenses,"6,800",KR10101-Toss Checking Account,"6,800"
2025/4/24,JUMP Didimdol Scholarship,KR10101-Toss Checking Account,"300,000",KR70004-Didimdol Income,"300,000"
2025/4/24,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2025/4/24,5월 건강보험료,KR60003-Healthcare Expenses,"76,390",KR10101-Toss Checking Account,"76,390"
2025/4/24,钱嘉男保险费,KR10403-Friends Receivable,"76,390",KR10101-Toss Checking Account,"76,390"
2025/4/24,Transfer to Kakao,KR10105-Kakao Checking Account,"35,625",KR10101-Toss Checking Account,"35,625"
2025/4/24,Belle,KR10403-Friends Receivable,"50,000",KR10105-Kakao Checking Account,"50,000"
2025/4/25,이자,KR10214-Toss Preparation Fund Account,1,KR70002-Interest Income,1
2025/4/25,이자,KR10213-Toss Emergency Fund Account,112,KR70002-Interest Income,112
2025/4/25,3월 Savings,KR10203-Savings March,"10,000",KR10101-Toss Checking Account,"10,000"
2025/4/25,Transfer to Shinhan,KR10103-Shinhan Checking Account,"20,000",KR10101-Toss Checking Account,"20,000"
2025/4/25,Transfer to Hana,KR10102-Hana Checking Account,"10,000",KR10101-Toss Checking Account,"10,000"
2025/4/25,4월 Savings,KR10204-Savings April,"10,000",KR10102-Hana Checking Account,"10,000"
2025/4/25,Transfer to Shinhan,KR10103-Shinhan Checking Account,"167,505",KR10101-Toss Checking Account,"167,505"
2025/4/25,"Buy 신한 골드 0.43@₩	154,285.33",KR20003-Gold,"66,353",KR10103-Shinhan Checking Account,"66,353"
2025/4/25,US S&P 500 Index Fund,KR10404-Pending Investments,"101,152",KR10103-Shinhan Checking Account,"101,152"
2025/4/25,Transfer to Kakao,KR10105-Kakao Checking Account,"10,000",KR10101-Toss Checking Account,"10,000"
2025/4/25,"Han River w Alua, Shun Lae",KR60002-Food Expenses,"3,500",KR10105-Kakao Checking Account,"3,500"
2025/4/25,0,KR10101-Toss Checking Account,"500,618",KR70005-Allowance Income,"500,618"
2025/4/25,Transfer to Toss,KR10101-Toss Checking Account,"24,686",KR10103-Shinhan Checking Account,"24,686"
2025/4/25,Transfer to Toss,KR10101-Toss Checking Account,334,KR10105-Kakao Checking Account,334
2025/4/25,Transfer to Toss,KR10101-Toss Checking Account,"649,382",KR10213-Toss Emergency Fund Account,"649,382"
2025/4/25,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/4/25,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/4/25,채크카드 복권 당첨,KR10101-Toss Checking Account,13,KR70001-Cashback Income,13
2025/4/25,채크카드 복권 당첨,KR10101-Toss Checking Account,2,KR70001-Cashback Income,2
2025/4/25,채크카드 복권 당첨,KR10101-Toss Checking Account,2,KR70001-Cashback Income,2
2025/4/25,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/4/25,"Baskin Robins w Alua, Shun Lae",KR60002-Food Expenses,"5,100",KR10101-Toss Checking Account,"5,100"
2025/4/25,교통(한강),KR60004-Transportation Expenses,"3,000",KR30201-Friends Debt,"3,000"
2025/4/26,Transfer to Toss,KR10101-Toss Checking Account,"175,300",KR10213-Toss Emergency Fund Account,"175,300"
2025/4/26,Recharge,KR10214-Toss Preparation Fund Account,"175,300",KR10101-Toss Checking Account,"175,300"
2025/4/26,이자,KR10214-Toss Preparation Fund Account,1,KR70002-Interest Income,1
2025/4/26,이자,KR10213-Toss Emergency Fund Account,80,KR70002-Interest Income,80
2025/4/26,교통(이황희),KR60004-Transportation Expenses,"1,500",KR30201-Friends Debt,"1,500"
2025/4/27,이자,KR10214-Toss Preparation Fund Account,10,KR70002-Interest Income,10
2025/4/27,이자,KR10213-Toss Emergency Fund Account,71,KR70002-Interest Income,71
2025/4/27,무신사 (예비비),KR60005-Personal Expenses,"39,102",KR10101-Toss Checking Account,"39,102"
2025/4/27,Transfer to Toss,KR10101-Toss Checking Account,"100,000",KR10214-Toss Preparation Fund Account,"100,000"
2025/4/27,Pop Mart 手机壳 （钱嘉男）,KR10403-Friends Receivable,"28,000",KR10101-Toss Checking Account,"28,000"
2025/4/27,인형（钱嘉男）,KR10403-Friends Receivable,"12,000",KR10101-Toss Checking Account,"12,000"
2025/4/27,Transfer to Toss,KR10101-Toss Checking Account,"50,000",KR10214-Toss Preparation Fund Account,"50,000"
2025/4/27,The Ordinary (예비비),KR60005-Personal Expenses,"72,500",KR10101-Toss Checking Account,"72,500"
2025/4/27,소금빵（钱嘉男）,KR10403-Friends Receivable,"12,000",KR10101-Toss Checking Account,"12,000"
2025/4/27,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2025/4/27,Transfer to Toss,KR10101-Toss Checking Account,"20,000",KR10214-Toss Preparation Fund Account,"20,000"
2025/4/27,Transfer to Shinhan,KR10103-Shinhan Checking Account,"20,000",KR10101-Toss Checking Account,"20,000"
2025/4/27,교통(Hongdae w 钱嘉男),KR60004-Transportation Expenses,"2,800",KR30201-Friends Debt,"2,800"
2025/4/27,Transfer to Toss,KR10101-Toss Checking Account,"100,000",KR10213-Toss Emergency Fund Account,"100,000"
2025/5/1,5월 Samsung,KR10401-Samsung Receivable,"800,000",KR70003-Samsung Income,"800,000"
2025/5/1,5월 Prepaid Phone Plan,KR60005-Personal Expenses,"17,500",KR10501-Phone Plan,"17,500"
2025/5/1,이자,KR10214-Toss Preparation Fund Account,1,KR70002-Interest Income,1
2025/5/1,이자,KR10213-Toss Emergency Fund Account,101,KR70002-Interest Income,101
2025/5/1,4월 Interest,KR10101-Toss Checking Account,40,KR70002-Interest Income,40
2025/5/1,채크카드 복권 당첨,KR10101-Toss Checking Account,2,KR70001-Cashback Income,2
2025/5/1,이후,KR10102-Hana Checking Account,"18,000",KR70006-Other Income,"18,000"
2025/5/2,이자,KR10214-Toss Preparation Fund Account,1,KR70002-Interest Income,1
2025/5/2,이자,KR10213-Toss Emergency Fund Account,101,KR70002-Interest Income,101
2025/5/2,Transfer to Toss,KR10101-Toss Checking Account,"66,400",KR10105-Kakao Checking Account,"66,400"
2025/5/3,이자,KR10214-Toss Preparation Fund Account,1,KR70002-Interest Income,1
2025/5/3,이자,KR10213-Toss Emergency Fund Account,101,KR70002-Interest Income,101
2025/5/3,Transfer to Kakao,KR10105-Kakao Checking Account,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/3,iCloud+,KR60005-Personal Expenses,"8,900",KR10105-Kakao Checking Account,"8,900"
2025/5/3,용애마트 (PALS MT),KR60005-Personal Expenses,"21,000",KR10101-Toss Checking Account,"21,000"
2025/5/3,CU (PALS MT),KR60005-Personal Expenses,"19,600",KR10101-Toss Checking Account,"19,600"
2025/5/3,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2025/5/3,용애마트 (PALS MT),KR60005-Personal Expenses,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/3,용애마트 (PALS MT),KR60005-Personal Expenses,"25,300",KR10101-Toss Checking Account,"25,300"
2025/5/4,이자,KR10214-Toss Preparation Fund Account,1,KR70002-Interest Income,1
2025/5/4,이자,KR10213-Toss Emergency Fund Account,101,KR70002-Interest Income,101
2025/5/4,채크카드 복권 당첨,KR10101-Toss Checking Account,2,KR70001-Cashback Income,2
2025/5/4,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/4,채크카드 복권 당첨,KR10101-Toss Checking Account,11,KR70001-Cashback Income,11
2025/5/4,채크카드 복권 당첨,KR10101-Toss Checking Account,2,KR70001-Cashback Income,2
2025/5/4,Transfer to Hana,KR10101-Toss Checking Account,"38,557",KR10102-Hana Checking Account,"38,557"
2025/5/4,Transfer to Toss,KR10101-Toss Checking Account,"20,000",KR10214-Toss Preparation Fund Account,"20,000"
2025/5/4,Transfer to Toss,KR10101-Toss Checking Account,"20,000",KR10213-Toss Emergency Fund Account,"20,000"
2025/5/4,Haircut,KR60005-Personal Expenses,"80,000",KR10101-Toss Checking Account,"80,000"
2025/5/4,Transfer to Toss,KR10101-Toss Checking Account,"10,000",KR10214-Toss Preparation Fund Account,"10,000"
2025/5/4,Transfer to Toss,KR10101-Toss Checking Account,"8,700",KR10214-Toss Preparation Fund Account,"8,700"
2025/5/4,마라공방,KR60002-Food Expenses,"22,000",KR10101-Toss Checking Account,"22,000"
2025/5/4,마라공방,KR60002-Food Expenses,"1,000",KR10101-Toss Checking Account,"1,000"
2025/5/4,차백도 w Sarah,KR10105-Kakao Checking Account,"3,450",KR10403-Friends Receivable,"3,450"
2025/5/4,교통(理发师),KR60004-Transportation Expenses,"1,500",KR30201-Friends Debt,"1,500"
2025/5/5,이자,KR10213-Toss Emergency Fund Account,100,KR70002-Interest Income,100
2025/5/5,교통(新村运动大会),KR60004-Transportation Expenses,"1,500",KR30201-Friends Debt,"1,500"
2025/5/6,이자,KR10213-Toss Emergency Fund Account,100,KR70002-Interest Income,100
2025/5/6,Transfer to Toss,KR10101-Toss Checking Account,"20,000",KR10213-Toss Emergency Fund Account,"20,000"
2025/5/6,Transfer to Shinhan,KR10103-Shinhan Checking Account,"24,015",KR10101-Toss Checking Account,"24,015"
2025/5/6,Transfer to Toss,KR10101-Toss Checking Account,"24,900",KR10213-Toss Emergency Fund Account,"24,900"
2025/5/6,Coupang ,KR60005-Personal Expenses,"24,900",KR10101-Toss Checking Account,"24,900"
2025/5/6,교통(李皇熙),KR60004-Transportation Expenses,"1,500",KR30201-Friends Debt,"1,500"
2025/5/7,이자,KR10213-Toss Emergency Fund Account,98,KR70002-Interest Income,98
2025/5/7,Transfer to Toss,KR10101-Toss Checking Account,"7,890",KR10103-Shinhan Checking Account,"7,890"
2025/5/7,쿠팡 회원비,KR60005-Personal Expenses,"7,890",KR10101-Toss Checking Account,"7,890"
2025/5/7,Transfer to Toss,KR10101-Toss Checking Account,"18,000",KR10213-Toss Emergency Fund Account,"18,000"
2025/5/7,Transfer to Shinhan,KR10103-Shinhan Checking Account,"18,000",KR10101-Toss Checking Account,"18,000"
2025/5/7,Transfer to Kakao,KR10105-Kakao Checking Account,"10,650",KR10103-Shinhan Checking Account,"10,650"
2025/5/7,Dinner w Davy,KR60002-Food Expenses,"15,200",KR10105-Kakao Checking Account,"15,200"
2025/5/7,Transfer to Toss,KR10101-Toss Checking Account,"18,000",KR10213-Toss Emergency Fund Account,"18,000"
2025/5/7,Transfer to Shinhan,KR10103-Shinhan Checking Account,"18,000",KR10101-Toss Checking Account,"18,000"
2025/5/7,Dinner w Davy,KR60002-Food Expenses,"5,500",KR10103-Shinhan Checking Account,"5,500"
2025/5/8,이자,KR10213-Toss Emergency Fund Account,96,KR70002-Interest Income,96
2025/5/8,Transfer to Toss,KR10101-Toss Checking Account,"240,000",KR10213-Toss Emergency Fund Account,"240,000"
2025/5/8,PALS 야구 경기 예매,KR10403-Friends Receivable,"120,000",KR10101-Toss Checking Account,"120,000"
2025/5/8,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/8,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/8,PALS 야구 경기 예매,KR10403-Friends Receivable,"120,000",KR10101-Toss Checking Account,"120,000"
2025/5/8,Transfer to Toss,KR10101-Toss Checking Account,"26,358",KR10103-Shinhan Checking Account,"26,358"
2025/5/8,emart24,KR60002-Food Expenses,"3,900",KR10105-Kakao Checking Account,"3,900"
2025/5/8,Transfer to Kakao,KR10105-Kakao Checking Account,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/8,Transfer to Shinhan,KR10103-Shinhan Checking Account,"8,800",KR10101-Toss Checking Account,"8,800"
2025/5/8,4월 교통비,KR30201-Friends Debt,"6,000",KR10103-Shinhan Checking Account,"6,000"
2025/5/8,4월 교통비,KR30201-Friends Debt,"2,800",KR10103-Shinhan Checking Account,"2,800"
2025/5/8,PALS 야구 경기 예매,KR10101-Toss Checking Account,"240,000",KR10403-Friends Receivable,"240,000"
2025/5/8,麻辣香锅 w Waralee,KR60002-Food Expenses,"15,000",KR10105-Kakao Checking Account,"15,000"
2025/5/8,Transfer to Kakao,KR10105-Kakao Checking Account,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/8,Recharge,KR10213-Toss Emergency Fund Account,"200,000",KR10101-Toss Checking Account,"200,000"
2025/5/9,이자,KR10213-Toss Emergency Fund Account,94,KR70002-Interest Income,94
2025/5/9,Grazie,KR60002-Food Expenses,"2,000",KR10101-Toss Checking Account,"2,000"
2025/5/9,Transfer to Toss,KR10101-Toss Checking Account,"60,000",KR10213-Toss Emergency Fund Account,"60,000"
2025/5/9,교통(북촌마을),KR60004-Transportation Expenses,"2,900",KR30201-Friends Debt,"2,900"
2025/5/10,이자,KR10213-Toss Emergency Fund Account,91,KR70002-Interest Income,91
2025/5/10,Transfer to Toss,KR10101-Toss Checking Account,"20,000",KR10213-Toss Emergency Fund Account,"20,000"
2025/5/11,이자,KR10213-Toss Emergency Fund Account,90,KR70002-Interest Income,90
2025/5/11,차백도,KR60002-Food Expenses,"6,900",KR10101-Toss Checking Account,"6,900"
2025/5/11,차백도,KR60002-Food Expenses,"4,900",KR10101-Toss Checking Account,"4,900"
2025/5/11,Transfer to Toss,KR10101-Toss Checking Account,"110,000",KR10213-Toss Emergency Fund Account,"110,000"
2025/5/11,Recharge,KR10213-Toss Emergency Fund Account,"50,000",KR10101-Toss Checking Account,"50,000"
2025/5/11,Transfer to Toss,KR10101-Toss Checking Account,"110,000",KR10213-Toss Emergency Fund Account,"110,000"
2025/5/11,옷 + 신발,KR60005-Personal Expenses,"159,000",KR10101-Toss Checking Account,"159,000"
2025/5/11,기침약,KR60003-Healthcare Expenses,"3,000",KR10101-Toss Checking Account,"3,000"
2025/5/11,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2025/5/11,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/11,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/11,채크카드 복권 당첨,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/11,채크카드 복권 당첨,KR10101-Toss Checking Account,8,KR70001-Cashback Income,8
2025/5/11,교통(口袋妖怪),KR60004-Transportation Expenses,"3,200",KR30201-Friends Debt,"3,200"
2025/5/12,이자,KR10213-Toss Emergency Fund Account,82,KR70002-Interest Income,82
2025/5/12,아끼소바,KR60002-Food Expenses,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/12,PALS 야구 경기 예매 환불,KR10101-Toss Checking Account,"120,000",KR30201-Friends Debt,"120,000"
2025/5/12,PALS 야구 경기 예매 환불,KR10101-Toss Checking Account,"120,000",KR30201-Friends Debt,"120,000"
2025/5/12,채크카드 복권 당첨 취소,KR70001-Cashback Income,1,KR10101-Toss Checking Account,1
2025/5/12,정동원,KR60002-Food Expenses,"1,000",KR10101-Toss Checking Account,"1,000"
2025/5/12,4월 교통비,KR30201-Friends Debt,"2,600",KR10101-Toss Checking Account,"2,600"
2025/5/12,교통(圣水，安庆轩),KR60004-Transportation Expenses,"3,000",KR30201-Friends Debt,"3,000"
2025/5/13,이자,KR10213-Toss Emergency Fund Account,82,KR70002-Interest Income,82
2025/5/13,Transfer to Toss,KR10101-Toss Checking Account,"360,000",KR10213-Toss Emergency Fund Account,"360,000"
2025/5/13,PALS 야구 경기 예매 환불,KR30201-Friends Debt,"240,000",KR10101-Toss Checking Account,"240,000"
2025/5/13,钱嘉男换钱,KR10000-Cash,"50,000",KR30201-Friends Debt,"50,000"
2025/5/13,钱嘉男换钱,KR30201-Friends Debt,"50,000",KR10101-Toss Checking Account,"50,000"
2025/5/13,정혜란,KR60002-Food Expenses,"6,000",KR10101-Toss Checking Account,"6,000"
2025/5/13,최운철,KR60002-Food Expenses,"5,000",KR10101-Toss Checking Account,"5,000"
2025/5/13,서강동문장학회,KR10101-Toss Checking Account,"1,500,000",KR70006-Other Income,"1,500,000"
2025/5/13,김태연,KR60002-Food Expenses,"11,000",KR10101-Toss Checking Account,"11,000"
2025/5/13,마스크,KR60003-Healthcare Expenses,"1,900",KR10101-Toss Checking Account,"1,900"
2025/5/13,교통(PALS 야구),KR60004-Transportation Expenses,"3,200",KR30201-Friends Debt,"3,200"
2025/5/14,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/14,서강야구복,KR60005-Personal Expenses,"40,000",KR10101-Toss Checking Account,"40,000"
2025/5/14,반지,KR60005-Personal Expenses,"20,000",KR10101-Toss Checking Account,"20,000"
2025/5/14,Transfer to Shinhan,KR10103-Shinhan Checking Account,"80,000",KR10101-Toss Checking Account,"80,000"
2025/5/14,에어팟 프로 2,KR60005-Personal Expenses,"331,650",KR10101-Toss Checking Account,"331,650"
2025/5/14,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2025/5/14,4월 교통비,KR30201-Friends Debt,"6,000",KR10103-Shinhan Checking Account,"6,000"
2025/5/14,채크카드 복권 당첨,KR10101-Toss Checking Account,10,KR70001-Cashback Income,10
2025/5/15,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/15,Transfer to Shinhan,KR10103-Shinhan Checking Account,"20,000",KR10101-Toss Checking Account,"20,000"
2025/5/15,문서진 군바,KR10105-Kakao Checking Account,"15,000",KR10403-Friends Receivable,"15,000"
2025/5/15,준,KR10403-Friends Receivable,"200,000",KR10101-Toss Checking Account,"200,000"
2025/5/15,"Forgiving Debts (Aery 3300, Trippy 12300)",KR60005-Personal Expenses,"15,600",KR10403-Friends Receivable,"15,600"
2025/5/15,Debt Audit,KR30201-Friends Debt,"22,865",KR70006-Other Income,"22,865"
2025/5/15,Receivables Audit,KR60007-Other Expenses,"109,137",KR10403-Friends Receivable,"109,137"
2025/5/15,1월 Savings,KR10201-Savings January,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/15,2월 Savings,KR10202-Savings February,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/15,3월 Savings,KR10203-Savings March,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/15,4월 Savings,KR10204-Savings April,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/15,Cash Audit,KR60007-Other Expenses,"19,590",KR10000-Cash,"19,590"
2025/5/15,Transfer to Shinhan,KR10103-Shinhan Checking Account,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/15,교통(귀가),KR60004-Transportation Expenses,"1,500",KR30201-Friends Debt,"1,500"
2025/5/16,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/16,emart24 Umbrella,KR60005-Personal Expenses,"6,500",KR10103-Shinhan Checking Account,"6,500"
2025/5/16,Transfer to Shinhan,KR10103-Shinhan Checking Account,"8,500",KR10101-Toss Checking Account,"8,500"
2025/5/16,Daiso Raincoat,KR60005-Personal Expenses,"15,000",KR10103-Shinhan Checking Account,"15,000"
2025/5/16,Cashback,KR10103-Shinhan Checking Account,75,KR70001-Cashback Income,75
2025/5/16,Transfer to Shinhan,KR10103-Shinhan Checking Account,"50,000",KR10101-Toss Checking Account,"50,000"
2025/5/16,Laundry,KR10502-Laundry,"10,000",KR10103-Shinhan Checking Account,"10,000"
2025/5/16,Laundry,KR60005-Personal Expenses,"4,000",KR10502-Laundry,"4,000"
2025/5/16,교통(弘大校庆),KR60004-Transportation Expenses,"2,700",KR30201-Friends Debt,"2,700"
2025/5/17,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/17,Lotteria,KR60002-Food Expenses,"10,700",KR10103-Shinhan Checking Account,"10,700"
2025/5/17,교통(乐天世界),KR60004-Transportation Expenses,"3,300",KR30201-Friends Debt,"3,300"
2025/5/18,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/19,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/19,5월 교통비,KR30201-Friends Debt,"1,500",KR10103-Shinhan Checking Account,"1,500"
2025/5/19,5월 교통비,KR30201-Friends Debt,"10,800",KR10103-Shinhan Checking Account,"10,800"
2025/5/19,교통(东庙站——安庆轩——故着衣服),KR60004-Transportation Expenses,"4,200",KR30201-Friends Debt,"4,200"
2025/5/19,Transfer to Shinhan,KR10103-Shinhan Checking Account,"88,000",KR10101-Toss Checking Account,"88,000"
2025/5/20,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/20,Apple Music,KR60005-Personal Expenses,"3,300",KR10105-Kakao Checking Account,"3,300"
2025/5/20,학교 식당,KR60002-Food Expenses,"6,500",KR10103-Shinhan Checking Account,"6,500"
2025/5/20,신한카드환불,KR10103-Shinhan Checking Account,"5,610",KR60005-Personal Expenses,"5,610"
2025/5/20,Printing,KR60005-Personal Expenses,60,KR10103-Shinhan Checking Account,60
2025/5/20,Transfer to Shinhan,KR10103-Shinhan Checking Account,"200,000",KR10101-Toss Checking Account,"200,000"
2025/5/20,Outbox for 安庆轩,KR60005-Personal Expenses,"34,300",KR10103-Shinhan Checking Account,"34,300"
2025/5/20,7Eleven for 安庆轩,KR60005-Personal Expenses,"4,000",KR10103-Shinhan Checking Account,"4,000"
2025/5/21,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/21,安庆轩 - 电话卡,KR10403-Friends Receivable,"70,000",KR10101-Toss Checking Account,"70,000"
2025/5/21,"하이디라오 w 安庆轩, 刘镇铭",KR10102-Hana Checking Account,"56,000",KR10403-Friends Receivable,"56,000"
2025/5/21,이윤하,KR60002-Food Expenses,"7,000",KR10101-Toss Checking Account,"7,000"
2025/5/21,Cashback,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/21,교통(安庆轩电话卡),KR60004-Transportation Expenses,"3,000",KR30201-Friends Debt,"3,000"
2025/5/22,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/22,安庆轩 - 电话卡,KR10102-Hana Checking Account,"70,000",KR10403-Friends Receivable,"70,000"
2025/5/22,곤자가 플라자,KR60002-Food Expenses,"7,000",KR10103-Shinhan Checking Account,"7,000"
2025/5/22,기록 없음 (제이피에프엔비),KR60002-Food Expenses,"10,750",KR10103-Shinhan Checking Account,"10,750"
2025/5/22,Wash Shoe,KR60005-Personal Expenses,"12,000",KR10103-Shinhan Checking Account,"12,000"
2025/5/22,Cashback,KR10101-Toss Checking Account,1,KR70001-Cashback Income,1
2025/5/23,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/23,Printing,KR60005-Personal Expenses,500,KR10103-Shinhan Checking Account,500
2025/5/23,"Banapresso, Meeting w Sally",KR60002-Food Expenses,"5,300",KR10103-Shinhan Checking Account,"5,300"
2025/5/23,교통(安庆轩),KR60004-Transportation Expenses,"3,200",KR30201-Friends Debt,"3,200"
2025/5/24,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/24,사랑니 발치,KR60003-Healthcare Expenses,"91,400",KR10101-Toss Checking Account,"91,400"
2025/5/24,약국,KR60003-Healthcare Expenses,"4,200",KR10101-Toss Checking Account,"4,200"
2025/5/24,알라딘중고서점,KR60005-Personal Expenses,"17,700",KR10101-Toss Checking Account,"17,700"
2025/5/24,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2025/5/25,이자,KR10213-Toss Emergency Fund Account,64,KR70002-Interest Income,64
2025/5/25,3월 Savings,KR10203-Savings March,"10,000",KR10101-Toss Checking Account,"10,000"
2025/5/25,Withdraw - 安庆轩交通卡,KR10000-Cash,"60,000",KR10101-Toss Checking Account,"60,000"
2025/5/25,安庆轩交通卡,KR10403-Friends Receivable,"60,000",KR10000-Cash,"60,000"
2025/5/25,Transfer to Toss,KR10101-Toss Checking Account,"1,324,200",KR10213-Toss Emergency Fund Account,"1,324,200"
2025/5/25,6월 건강보험료,KR60003-Healthcare Expenses,"76,390",KR10101-Toss Checking Account,"76,390"
2025/5/25,Transfer to Kakao,KR10105-Kakao Checking Account,"75,937",KR10101-Toss Checking Account,"75,937"
2025/5/25,钱嘉男保险费,KR10403-Friends Receivable,"76,390",KR10105-Kakao Checking Account,"76,390"
2025/5/25,Transfer to Hana,KR10102-Hana Checking Account,"44,695",KR10101-Toss Checking Account,"44,695"
2025/5/25,교통(安庆轩),KR60004-Transportation Expenses,"1,400",KR30201-Friends Debt,"1,400"
2025/5/25,교통(安庆轩),KR60004-Transportation Expenses,"3,000",KR30201-Friends Debt,"3,000"
2025/5/26,0,KR10101-Toss Checking Account,"491,250",KR70005-Allowance Income,"491,250"
2025/5/26,이자,KR10213-Toss Emergency Fund Account,9,KR70002-Interest Income,9
2025/5/26,4월 Savings,KR10204-Savings April,"10,000",KR10102-Hana Checking Account,"10,000"
2025/5/26,1월 Savings,KR10201-Savings January,"10,000",KR10103-Shinhan Checking Account,"10,000"
2025/5/26,2월 Savings,KR10202-Savings February,"10,000",KR10103-Shinhan Checking Account,"10,000"
2025/5/26,Transfer to Shinhan,KR10103-Shinhan Checking Account,"5,000",KR10102-Hana Checking Account,"5,000"
2025/5/26,잎사귀치과 ,KR60003-Healthcare Expenses,"5,700",KR10103-Shinhan Checking Account,"5,700"
2025/5/26,Transfer to Shinhan,KR10103-Shinhan Checking Account,"20,000",KR10101-Toss Checking Account,"20,000"
2025/5/26,安庆轩交通卡,KR10102-Hana Checking Account,"60,000",KR10403-Friends Receivable,"60,000"
2025/5/26,5월 Savings,KR10205-Savings May,"10,000",KR10102-Hana Checking Account,"10,000"
2025/5/26,Transfer to Shinhan,KR10103-Shinhan Checking Account,"157,505",KR10101-Toss Checking Account,"157,505"
2025/5/26,US S&P 500 Index Fund,KR10404-Pending Investments,"94,503",KR10103-Shinhan Checking Account,"94,503"
2025/5/26,"Buy 신한 골드 0.21@₩	147,878.86",KR20003-Gold,"31,054",KR10103-Shinhan Checking Account,"31,054"
2025/5/26,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2025/5/26,5월 교통비,KR30201-Friends Debt,"8,700",KR10103-Shinhan Checking Account,"8,700"
2025/5/26,5월 교통비,KR30201-Friends Debt,"6,000",KR10103-Shinhan Checking Account,"6,000"
2025/5/26,Study Session 3,KR60005-Personal Expenses,"18,200",KR10101-Toss Checking Account,"18,200"
2025/5/26,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2025/5/26,Study Session 3,KR60005-Personal Expenses,"4,800",KR10101-Toss Checking Account,"4,800"
2025/5/27,이자,KR10213-Toss Emergency Fund Account,9,KR70002-Interest Income,9
2025/5/27,펀드예탁금이자,KR10103-Shinhan Checking Account,6,KR70002-Interest Income,6
2025/5/27,Study Session 4,KR60005-Personal Expenses,"15,500",KR10101-Toss Checking Account,"15,500"
2025/5/27,교통(安庆轩),KR60004-Transportation Expenses,"1,500",KR30201-Friends Debt,"1,500"
2025/5/28,이자,KR10213-Toss Emergency Fund Account,9,KR70002-Interest Income,9
2025/5/28,Buy 신한미국S&P500인덱스 72518@₩	1.30,KR20001-Funds,"94,503",KR10404-Pending Investments,"94,503"
2025/5/28,Pens,KR60005-Personal Expenses,"3,600",KR10101-Toss Checking Account,"3,600"
2025/5/28,펀드예탁금이자,KR10103-Shinhan Checking Account,6,KR70002-Interest Income,6
2025/5/28,세탁,KR60005-Personal Expenses,"3,000",KR10000-Cash,"3,000"
